sekolah,jenis_kelamin,usia,tipe_alamat,ukuran_keluarga,status_orangtua,pendidikan_ibu,pendidikan_ayah,pekerjaan_ibu,pekerjaan_ayah,alasan_pilih_sekolah,wali,waktu_tempuh,waktu_belajar,jumlah_kegagalan,dukungan_sekolah,dukungan_keluarga,les_pribadi,kegiatan_ekstra,pernah_paud,ingin_pendidikan_tinggi,internet_rumah,hubungan_romantis,hubungan_keluarga,waktu_luang,keluar_dengan_teman,konsumsi_alkohol_harian,konsumsi_alkohol_akhir_pekan,kesehatan,ketidakhadiran,nilai_periode1,nilai_periode2,nilai_akhir,subject,risiko_gagal
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,2,1,Lainnya,Lainnya,Kurikulum,Ibu,1,2,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Tidak,Ya,4,3,5,1,1,5,2,8,9,10,Math,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Lainnya,Lainnya,Reputasi,Ibu,1,1,0,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Ya,Tidak,5,3,4,1,2,1,6,11,14,14,Math,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Lainnya,Ibu rumah tangga,Kurikulum,Ibu,1,3,0,Ya,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,5,3,5,1,1,3,0,7,9,8,Math,1
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Jasa,Jasa,Lainnya,Ibu,1,1,0,Ya,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,4,5,5,5,5,4,14,7,7,5,Math,1
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Jasa,Guru,Lainnya,Ayah,1,3,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Ya,4,4,3,1,1,4,0,16,17,17,Math,0
Gabriel Pereira,Laki-laki,15,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Jasa,Lainnya,Kurikulum,Ibu,1,1,0,Tidak,Ya,Tidak,Ya,Tidak,Ya,Ya,Tidak,5,3,3,1,1,5,4,10,13,14,Math,0
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,3,2,Jasa,Lainnya,Dekat rumah,Ibu,2,2,0,Ya,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,4,3,5,1,1,2,26,7,6,6,Math,1
Gabriel Pereira,Laki-laki,15,Perkotaan,Lebih dari 3,Berpisah,3,4,Jasa,Lainnya,Kurikulum,Ibu,1,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,5,4,4,1,1,1,0,16,18,18,Math,0
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Berpisah,3,3,Lainnya,Kesehatan,Reputasi,Ayah,1,4,0,Ya,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,4,3,3,1,1,4,10,10,11,11,Math,0
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Lainnya,Lainnya,Kurikulum,Ibu,1,4,0,Ya,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,5,1,2,1,1,3,8,7,8,8,Math,1
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Jasa,Lainnya,Dekat rumah,Ayah,1,3,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,5,3,3,1,1,5,2,16,18,18,Math,0
Gabriel Pereira,Laki-laki,15,Perdesaan,Lebih dari 3,Tinggal bersama,4,4,Lainnya,Lainnya,Dekat rumah,Ayah,4,4,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Ya,1,3,5,3,5,1,6,10,13,13,Math,0
Gabriel Pereira,Perempuan,16,Perkotaan,3 atau kurang,Tinggal bersama,4,4,Kesehatan,Kesehatan,Lainnya,Ibu,1,3,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Ya,5,4,5,1,1,4,4,14,15,16,Math,0
Gabriel Pereira,Laki-laki,15,Perkotaan,3 atau kurang,Berpisah,4,4,Guru,Guru,Kurikulum,Ibu,1,1,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Tidak,5,5,3,1,1,4,6,18,19,19,Math,0
Gabriel Pereira,Perempuan,16,Perdesaan,Lebih dari 3,Tinggal bersama,3,3,Jasa,Lainnya,Reputasi,Ayah,1,3,1,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,4,1,2,1,1,2,0,7,10,10,Math,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Ibu rumah tangga,Lainnya,Dekat rumah,Ibu,1,2,1,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,Tidak,3,1,2,1,1,5,6,10,13,13,Math,0
Gabriel Pereira,Laki-laki,15,Perkotaan,3 atau kurang,Tinggal bersama,4,2,Guru,Lainnya,Kurikulum,Ibu,1,1,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,3,5,2,1,1,3,10,18,19,19,Math,0
Gabriel Pereira,Laki-laki,15,Perdesaan,Lebih dari 3,Tinggal bersama,2,1,Kesehatan,Jasa,Reputasi,Ibu,1,2,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,5,4,2,1,1,5,8,9,9,9,Math,1
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Guru,Kurikulum,Ayah,1,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,5,4,4,1,2,5,2,15,15,16,Math,0
Gabriel Pereira,Laki-laki,15,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Lainnya,Guru,Reputasi,Ayah,2,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Tidak,Tidak,4,4,3,1,1,2,2,11,13,14,Math,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Lainnya,Jasa,Dekat rumah,Ayah,2,1,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Tidak,5,4,2,1,1,5,0,13,14,13,Math,0
Gabriel Pereira,Laki-laki,17,Perdesaan,Lebih dari 3,Tinggal bersama,1,3,Lainnya,Lainnya,Kurikulum,Ayah,3,2,1,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,5,2,4,1,4,5,20,9,7,8,Math,1
Gabriel Pereira,Laki-laki,15,Perkotaan,Lebih dari 3,Tinggal bersama,3,4,Lainnya,Lainnya,Reputasi,Ayah,1,1,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,3,4,3,1,2,4,6,14,13,13,Math,0
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,1,2,Ibu rumah tangga,Jasa,Kurikulum,Ibu,1,2,0,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,3,2,3,1,2,1,2,16,15,15,Math,0
Gabriel Pereira,Laki-laki,15,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Jasa,Jasa,Dekat rumah,Ayah,1,4,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,5,5,4,1,2,5,6,16,14,15,Math,0
Gabriel Pereira,Perempuan,16,Perkotaan,3 atau kurang,Tinggal bersama,2,4,Lainnya,Kesehatan,Kurikulum,Ayah,2,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Ya,4,2,2,1,2,5,2,13,13,13,Math,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Kesehatan,Lainnya,Kurikulum,Ibu,1,1,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,3,4,4,1,4,5,18,14,11,13,Math,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Lainnya,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,5,4,4,1,1,5,0,8,7,8,Math,1
Gabriel Pereira,Laki-laki,15,Perkotaan,Lebih dari 3,Tinggal bersama,3,4,Jasa,Jasa,Dekat rumah,Ayah,1,1,0,Ya,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,5,5,5,3,2,5,0,13,13,12,Math,0
Gabriel Pereira,Perempuan,15,Perkotaan,3 atau kurang,Berpisah,3,4,Lainnya,Lainnya,Dekat rumah,Ibu,1,2,0,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,5,3,2,1,1,1,0,7,10,11,Math,0
Gabriel Pereira,Perempuan,19,Perkotaan,Lebih dari 3,Tinggal bersama,0,1,Ibu rumah tangga,Lainnya,Kurikulum,Wali lain,1,2,3,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,3,4,2,1,1,5,2,7,8,9,Math,1
Gabriel Pereira,Laki-laki,18,Perdesaan,Lebih dari 3,Tinggal bersama,2,2,Jasa,Lainnya,Reputasi,Ibu,1,1,2,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,3,3,3,1,2,4,0,7,4,0,Math,1
Gabriel Pereira,Laki-laki,16,Perdesaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Guru,Kurikulum,Ibu,1,1,0,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,Tidak,3,5,5,2,5,4,8,18,18,18,Math,0
Gabriel Pereira,Perempuan,15,Perdesaan,Lebih dari 3,Tinggal bersama,3,4,Jasa,Guru,Kurikulum,Ayah,2,3,2,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,4,2,2,2,2,5,0,12,0,0,Math,1
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,1,1,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,3,1,0,Tidak,Ya,Tidak,Ya,Tidak,Ya,Ya,Ya,4,3,3,1,2,4,0,8,0,0,Math,1
Gabriel Pereira,Perempuan,17,Perkotaan,3 atau kurang,Tinggal bersama,2,2,Lainnya,Lainnya,Kurikulum,Ayah,1,1,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,3,4,4,1,3,5,12,10,13,12,Math,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Berpisah,3,4,Jasa,Lainnya,Kurikulum,Ayah,1,1,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,3,2,1,1,4,5,16,12,11,11,Math,0
Gabriel Pereira,Laki-laki,15,Perdesaan,Lebih dari 3,Tinggal bersama,3,4,Ibu rumah tangga,Guru,Kurikulum,Ibu,4,2,0,Tidak,Ya,Tidak,Tidak,Ya,Ya,Tidak,Ya,5,3,3,1,1,5,0,9,0,0,Math,1
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Jasa,Ibu rumah tangga,Kurikulum,Ibu,1,3,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Ya,4,3,3,1,1,5,0,11,0,0,Math,1
Gabriel Pereira,Laki-laki,17,Perdesaan,Lebih dari 3,Tinggal bersama,3,4,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,3,2,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,5,4,5,2,4,5,0,10,0,0,Math,1
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Berpisah,3,3,Lainnya,Lainnya,Kurikulum,Wali lain,2,1,2,Tidak,Ya,Tidak,Ya,Tidak,Ya,Ya,Ya,4,3,2,1,1,5,0,4,0,0,Math,1
Gabriel Pereira,Laki-laki,16,Perkotaan,3 atau kurang,Tinggal bersama,1,1,Jasa,Lainnya,Kurikulum,Ibu,1,2,1,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Ya,4,4,4,1,3,5,0,14,12,12,Math,0
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Guru,Kurikulum,Ibu,2,1,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Tidak,4,3,2,1,1,5,0,16,16,15,Math,0
Gabriel Pereira,Laki-laki,15,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Guru,Jasa,Kurikulum,Ayah,2,4,0,Ya,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,2,2,2,1,1,3,0,7,9,0,Math,1
Gabriel Pereira,Laki-laki,16,Perkotaan,3 atau kurang,Tinggal bersama,2,2,Jasa,Jasa,Reputasi,Ayah,2,1,2,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,2,3,3,2,2,2,8,9,9,9,Math,1
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Jasa,Kurikulum,Ibu,1,3,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,4,2,2,1,1,5,2,9,11,11,Math,0
Gabriel Pereira,Perempuan,16,Perkotaan,3 atau kurang,Tinggal bersama,1,1,Ibu rumah tangga,Ibu rumah tangga,Kurikulum,Ibu,1,1,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,3,4,4,3,3,1,2,14,14,13,Math,0
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,2,1,Lainnya,Lainnya,Dekat rumah,Ibu,1,1,3,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,5,4,5,1,2,5,0,5,0,0,Math,1
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,1,1,Lainnya,Jasa,Kurikulum,Ayah,1,2,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,4,4,2,1,2,5,0,8,11,11,Math,0
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,3,2,Kesehatan,Jasa,Dekat rumah,Ayah,1,2,3,Tidak,Ya,Tidak,Tidak,Ya,Ya,Ya,Tidak,3,3,2,1,1,3,0,6,7,0,Math,1
Gabriel Pereira,Perempuan,15,Perkotaan,Lebih dari 3,Tinggal bersama,1,2,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,1,2,0,Tidak,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,4,3,2,1,1,5,2,10,11,11,Math,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Guru,Guru,Kurikulum,Ibu,1,1,0,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,Ya,3,3,2,2,1,5,0,7,6,0,Math,1
Gabriel Pereira,Laki-laki,15,Perkotaan,3 atau kurang,Berpisah,2,1,Jasa,Lainnya,Kurikulum,Ibu,4,1,3,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,4,5,5,2,5,5,0,8,9,10,Math,0
Gabriel Pereira,Laki-laki,18,Perkotaan,3 atau kurang,Tinggal bersama,1,1,Lainnya,Lainnya,Kurikulum,Ibu,1,1,3,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Ya,2,3,5,2,5,4,0,6,5,0,Math,1
Gabriel Pereira,Laki-laki,16,Perkotaan,3 atau kurang,Tinggal bersama,2,1,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,1,1,1,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,Ya,4,4,4,3,5,5,6,12,13,14,Math,0
Gabriel Pereira,Perempuan,15,Perdesaan,Lebih dari 3,Tinggal bersama,3,3,Jasa,Jasa,Reputasi,Wali lain,2,3,2,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Ya,4,2,1,2,3,3,8,10,10,10,Math,0
Gabriel Pereira,Laki-laki,19,Perkotaan,Lebih dari 3,Tinggal bersama,3,2,Jasa,Ibu rumah tangga,Dekat rumah,Ibu,1,1,3,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,Ya,4,5,4,1,1,4,0,5,0,0,Math,1
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Lainnya,Guru,Kurikulum,Ibu,1,1,0,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,Ya,4,2,1,1,1,4,0,11,11,12,Math,0
Gabriel Pereira,Laki-laki,15,Perdesaan,Lebih dari 3,Tinggal bersama,2,3,Ibu rumah tangga,Jasa,Kurikulum,Ibu,1,2,0,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,Tidak,4,4,4,1,1,1,2,11,8,8,Math,1
Gabriel Pereira,Laki-laki,17,Perdesaan,3 atau kurang,Tinggal bersama,1,2,Lainnya,Lainnya,Reputasi,Ibu,1,1,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,2,2,2,3,3,5,8,16,12,13,Math,0
Gabriel Pereira,Perempuan,18,Perdesaan,Lebih dari 3,Tinggal bersama,1,1,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,3,1,3,Tidak,Ya,Tidak,Ya,Tidak,Ya,Tidak,Tidak,5,2,5,1,5,4,6,9,8,10,Math,0
Gabriel Pereira,Laki-laki,16,Perdesaan,Lebih dari 3,Tinggal bersama,2,2,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,3,1,0,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,4,2,2,1,2,3,2,17,15,15,Math,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Lainnya,Jasa,Kurikulum,Ayah,1,2,1,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,4,5,5,4,4,5,4,10,12,12,Math,0
Gabriel Pereira,Laki-laki,17,Perdesaan,3 atau kurang,Tinggal bersama,2,1,Ibu rumah tangga,Lainnya,Kurikulum,Ibu,2,1,2,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Ya,Ya,3,3,2,2,2,5,0,7,6,0,Math,1
Gabriel Pereira,Laki-laki,15,Perdesaan,Lebih dari 3,Tinggal bersama,3,2,Lainnya,Lainnya,Kurikulum,Ibu,2,2,2,Ya,Ya,Tidak,Tidak,Ya,Ya,Ya,Ya,4,4,4,1,4,3,6,5,9,7,Math,1
Gabriel Pereira,Laki-laki,16,Perkotaan,3 atau kurang,Tinggal bersama,1,2,Lainnya,Lainnya,Kurikulum,Ibu,2,1,1,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,Tidak,4,4,4,2,4,5,0,7,0,0,Math,1
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,1,3,Ibu rumah tangga,Jasa,Kurikulum,Ayah,1,1,0,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,5,3,3,1,4,2,2,10,10,10,Math,0
Gabriel Pereira,Laki-laki,17,Perdesaan,3 atau kurang,Tinggal bersama,1,1,Lainnya,Jasa,Kurikulum,Ibu,4,2,3,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,Ya,5,3,5,1,5,5,0,5,8,7,Math,1
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,3,2,Jasa,Jasa,Kurikulum,Ibu,2,1,1,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,4,5,2,1,1,2,16,12,11,12,Math,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Lainnya,Lainnya,Kurikulum,Ayah,1,2,0,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Tidak,4,3,5,2,4,4,4,10,10,10,Math,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,2,Kesehatan,Jasa,Dekat rumah,Ayah,1,2,0,Tidak,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,4,2,3,1,1,3,0,14,15,16,Math,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Lainnya,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,5,1,5,1,1,4,0,6,7,0,Math,1
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,4,Kesehatan,Kesehatan,Reputasi,Ibu,1,2,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,4,4,2,1,1,3,0,14,14,14,Math,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,3,4,Lainnya,Lainnya,Kurikulum,Ayah,3,1,2,Tidak,Ya,Tidak,Ya,Tidak,Ya,Ya,Tidak,3,4,5,2,4,2,0,6,5,0,Math,1
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,1,0,Lainnya,Lainnya,Reputasi,Ibu,2,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Ya,4,3,2,1,1,3,2,13,15,16,Math,0
Gabriel Pereira,Laki-laki,17,Perkotaan,3 atau kurang,Tinggal bersama,4,4,Guru,Lainnya,Reputasi,Ibu,1,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,4,4,4,1,3,5,0,13,11,10,Math,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,1,3,Ibu rumah tangga,Jasa,Dekat rumah,Ibu,1,2,3,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Ya,Ya,4,3,5,1,1,3,0,8,7,0,Math,1
Gabriel Pereira,Perempuan,16,Perkotaan,3 atau kurang,Tinggal bersama,3,3,Lainnya,Lainnya,Reputasi,Ibu,2,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,4,4,5,1,1,4,4,10,11,9,Math,1
Gabriel Pereira,Laki-laki,17,Perkotaan,3 atau kurang,Tinggal bersama,4,3,Guru,Lainnya,Kurikulum,Ibu,2,2,0,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,Tidak,4,4,4,4,4,4,4,10,9,9,Math,1
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,2,2,Jasa,Lainnya,Reputasi,Ibu,2,2,0,Tidak,Tidak,Ya,Ya,Tidak,Ya,Ya,Tidak,3,4,4,1,4,5,2,13,13,11,Math,0
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Lainnya,Lainnya,Reputasi,Ayah,1,2,0,Tidak,Tidak,Tidak,Ya,Tidak,Ya,Ya,Tidak,4,3,4,1,4,4,4,6,5,6,Math,1
Gabriel Pereira,Laki-laki,16,Perdesaan,Lebih dari 3,Tinggal bersama,4,2,Guru,Jasa,Lainnya,Ibu,1,1,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Ya,4,3,3,3,4,3,10,10,8,9,Math,1
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Lainnya,Lainnya,Kurikulum,Ibu,1,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Ya,5,2,3,1,1,2,4,10,10,11,Math,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,4,3,Guru,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Tidak,3,4,3,2,3,3,10,9,8,8,Math,1
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Jasa,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,4,2,3,1,2,3,2,12,13,12,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,2,4,Jasa,Jasa,Reputasi,Ayah,1,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Tidak,Tidak,5,4,2,2,3,5,0,16,17,17,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,3 atau kurang,Tinggal bersama,3,3,Lainnya,Lainnya,Reputasi,Ibu,1,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Ya,5,3,3,2,3,1,56,9,9,8,Math,1
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,3,2,Lainnya,Lainnya,Reputasi,Ibu,1,2,0,Tidak,Ya,Ya,Tidak,Ya,Ya,Ya,Tidak,1,2,2,1,2,1,14,12,13,12,Math,0
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,3,3,Jasa,Jasa,Lainnya,Ibu,1,2,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Ya,4,3,4,2,3,4,12,12,12,11,Math,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,1,2,Jasa,Jasa,Lainnya,Ibu,1,1,0,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,Ya,3,3,3,1,2,3,2,11,12,11,Math,0
Gabriel Pereira,Laki-laki,16,Perkotaan,3 atau kurang,Tinggal bersama,2,1,Lainnya,Lainnya,Kurikulum,Ibu,1,2,0,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,4,2,3,1,2,5,0,15,15,15,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Berpisah,3,3,Kesehatan,Lainnya,Reputasi,Ibu,1,2,0,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Ya,Ya,3,3,3,1,3,3,6,8,7,9,Math,1
Gabriel Pereira,Laki-laki,17,Perdesaan,Lebih dari 3,Tinggal bersama,1,2,Ibu rumah tangga,Lainnya,Dekat rumah,Ibu,1,2,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Tidak,Tidak,3,1,3,1,5,3,4,8,9,10,Math,0
Gabriel Pereira,Perempuan,16,Perkotaan,Lebih dari 3,Tinggal bersama,2,3,Jasa,Jasa,Kurikulum,Ibu,1,2,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,4,3,3,1,1,2,10,11,12,13,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,Lebih dari 3,Tinggal bersama,1,1,Ibu rumah tangga,Jasa,Kurikulum,Ibu,1,2,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Tidak,5,3,3,1,1,3,0,8,8,9,Math,1
Gabriel Pereira,Laki-laki,17,Perkotaan,Lebih dari 3,Tinggal bersama,1,2,Ibu rumah tangga,Jasa,Lainnya,Wali lain,2,2,0,Tidak,Tidak,Ya,Ya,Tidak,Ya,Ya,Tidak,4,4,4,4,5,5,12,7,8,8,Math,1
Gabriel Pereira,Laki-laki,16,Perdesaan,Lebih dari 3,Tinggal bersama,3,3,Jasa,Jasa,Reputasi,Ibu,1,1,0,Tidak,Ya,Tidak,Ya,Ya,Ya,Ya,Tidak,4,3,2,3,4,5,8,8,9,10,Math,0
Gabriel Pereira,Laki-laki,16,Perkotaan,Lebih dari 3,Tinggal bersama,2,3,Lainnya,Lainnya,Dekat rumah,Ayah,2,1,0,Tidak,Tidak,Tidak,Tidak,Ya,Ya,Ya,Tidak,5,3,3,1,1,3,0,13,14,14,Math,0
Gabriel Pereira,Perempuan,17,Perkotaan,3 atau kurang,Tinggal bersama,2,4,Jasa,Jasa,Kurikulum,Ayah,1,2,0,Tidak,Tidak,Tidak,Ya,Ya,Ya,Ya,Ya,4,3,2,1,1,5,0,14,15,15,Math,0
